Departamentos,0 a 2,3 a 6,7 a 13,14 a 17,18 a 45,46 a 64,65 y mas,Ns/Nr,Total Personas,Jefatura Familiar
CUNDINAMARCA+BOGOTA,726,1215,2046,901,3556,611,138,29,9222,1858
